z,p,limit,cascades,verlauf
6,0.18999999999999995,9,9979,"[30, 69, 114, 148, 187, 216, 251, 298, 373, 482, 627, 902, 1620, 4191, 8897, 9958, 9979, 9979]"
6,0.19999999999999996,1,9933,"[30, 64, 96, 123, 144, 162, 181, 206, 233, 257, 294, 331, 364, 420, 495, 603, 765, 1059, 1607, 2741, 4987, 8303, 9823, 9929, 9933, 9933]"
6,0.19999999999999996,2,9975,"[30, 65, 97, 122, 146, 175, 203, 239, 287, 338, 409, 497, 654, 976, 1769, 3994, 8228, 9905, 9973, 9975, 9975]"
6,0.19999999999999996,3,9968,"[30, 87, 148, 212, 292, 407, 583, 897, 1640, 4020, 8566, 9924, 9968, 9968]"
6,0.19999999999999996,4,9978,"[30, 69, 114, 148, 187, 216, 251, 298, 373, 482, 627, 898, 1604, 4050, 8716, 9949, 9978, 9978]"
6,0.19999999999999996,5,9970,"[30, 74, 115, 158, 197, 235, 294, 382, 504, 698, 1121, 2462, 6520, 9733, 9963, 9970, 9970]"
6,0.19999999999999996,6,9979,"[30, 68, 104, 133, 161, 194, 230, 278, 346, 428, 544, 750, 1266, 2943, 7516, 9885, 9978, 9979, 9979]"
6,0.19999999999999996,7,9970,"[30, 87, 148, 212, 294, 418, 607, 967, 1937, 5241, 9449, 9959, 9970, 9970]"
6,0.19999999999999996,8,9979,"[30, 69, 114, 148, 187, 216, 251, 298, 373, 482, 627, 902, 1620, 4189, 8892, 9957, 9979, 9979]"
6,0.19999999999999996,9,9970,"[30, 74, 115, 158, 197, 235, 294, 382, 504, 700, 1125, 2482, 6627, 9747, 9963, 9970, 9970]"
6,0.20999999999999996,1,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.20999999999999996,2,65,"[30, 57, 64, 65, 65]"
6,0.20999999999999996,3,61,"[30, 51, 60, 61, 61]"
6,0.20999999999999996,4,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.20999999999999996,5,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.20999999999999996,6,65,"[30, 57, 64, 65, 65]"
6,0.20999999999999996,7,61,"[30, 51, 60, 61, 61]"
6,0.20999999999999996,8,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.20999999999999996,9,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.21999999999999995,1,64,"[30, 56, 63, 64, 64]"
6,0.21999999999999995,2,61,"[30, 51, 60, 61, 61]"
6,0.21999999999999995,3,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.21999999999999995,4,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.21999999999999995,5,65,"[30, 57, 64, 65, 65]"
6,0.21999999999999995,6,61,"[30, 51, 60, 61, 61]"
6,0.21999999999999995,7,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.21999999999999995,8,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.21999999999999995,9,65,"[30, 57, 64, 65, 65]"
6,0.22999999999999995,1,60,"[30, 50, 59, 60, 60]"
6,0.22999999999999995,2,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.22999999999999995,3,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.22999999999999995,4,65,"[30, 57, 64, 65, 65]"
6,0.22999999999999995,5,61,"[30, 51, 60, 61, 61]"
6,0.22999999999999995,6,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.22999999999999995,7,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.22999999999999995,8,65,"[30, 57, 64, 65, 65]"
6,0.22999999999999995,9,61,"[30, 51, 60, 61, 61]"
6,0.23999999999999994,1,77,"[30, 54, 66, 71, 73, 74, 75, 77, 77]"
6,0.23999999999999994,2,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.23999999999999994,3,65,"[30, 57, 64, 65, 65]"
6,0.23999999999999994,4,61,"[30, 51, 60, 61, 61]"
6,0.23999999999999994,5,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.23999999999999994,6,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.23999999999999994,7,65,"[30, 57, 64, 65, 65]"
6,0.23999999999999994,8,61,"[30, 51, 60, 61, 61]"
6,0.23999999999999994,9,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.24999999999999992,1,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.24999999999999992,2,65,"[30, 57, 64, 65, 65]"
6,0.24999999999999992,3,61,"[30, 51, 60, 61, 61]"
6,0.24999999999999992,4,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.24999999999999992,5,59,"[30, 47, 53, 56, 58, 59, 59]"
6,0.24999999999999992,6,65,"[30, 57, 64, 65, 65]"
6,0.24999999999999992,7,61,"[30, 51, 60, 61, 61]"
6,0.24999999999999992,8,78,"[30, 55, 67, 72, 74, 75, 76, 78, 78]"
6,0.24999999999999992,9,59,"[30, 47, 53, 56, 58, 59, 59]"
7,0.1,1,9940,"[30, 90, 207, 436, 886, 1770, 3487, 6588, 9500, 9918, 9939, 9940, 9940]"
7,0.1,2,9986,"[30, 112, 353, 1032, 2986, 7478, 9892, 9986, 9986]"
7,0.1,3,9990,"[30, 140, 518, 1897, 6229, 9806, 9988, 9990, 9990]"
7,0.1,4,9990,"[30, 134, 546, 2267, 7421, 9936, 9990, 9990]"
7,0.1,5,9986,"[30, 171, 769, 3386, 8927, 9978, 9986, 9986]"
7,0.1,6,9989,"[30, 179, 895, 4057, 9371, 9985, 9989, 9989]"
7,0.1,7,9990,"[30, 184, 848, 3891, 9300, 9986, 9990, 9990]"
7,0.1,8,9991,"[30, 152, 694, 3216, 8866, 9975, 9991, 9991]"
7,0.1,9,9986,"[30, 188, 886, 4028, 9349, 9980, 9986, 9986]"
7,0.11,1,9962,"[30, 86, 198, 412, 834, 1677, 3338, 6370, 9438, 9940, 9961, 9962, 9962]"
7,0.11,2,9984,"[30, 119, 363, 1060, 3049, 7610, 9913, 9984, 9984]"
7,0.11,3,9990,"[30, 124, 455, 1643, 5527, 9725, 9989, 9990, 9990]"
7,0.11,4,9983,"[30, 158, 668, 2769, 8178, 9956, 9983, 9983]"
7,0.11,5,9988,"[30, 171, 819, 3615, 9082, 9978, 9988, 9988]"
7,0.11,6,9990,"[30, 177, 802, 3646, 9151, 9985, 9990, 9990]"
7,0.11,7,9991,"[30, 150, 680, 3138, 8789, 9974, 9991, 9991]"
7,0.11,8,9986,"[30, 185, 873, 3984, 9329, 9980, 9986, 9986]"
7,0.11,9,9989,"[30, 188, 951, 4330, 9501, 9988, 9989, 9989]"
7,0.12,1,9956,"[30, 90, 199, 408, 817, 1628, 3214, 6143, 9361, 9933, 9956, 9956]"
7,0.12,2,9986,"[30, 101, 286, 806, 2281, 6163, 9738, 9984, 9986, 9986]"
7,0.12,3,9983,"[30, 137, 470, 1635, 5451, 9693, 9981, 9983, 9983]"
7,0.12,4,9989,"[30, 140, 532, 2032, 6857, 9895, 9989, 9989]"
7,0.12,5,9989,"[30, 153, 575, 2328, 7583, 9944, 9989, 9989]"
7,0.12,6,9991,"[30, 129, 475, 1909, 6816, 9905, 9989, 9991, 9991]"
7,0.12,7,9986,"[30, 162, 632, 2651, 8192, 9964, 9986, 9986]"
7,0.12,8,9990,"[30, 155, 625, 2616, 8131, 9966, 9990, 9990]"
7,0.12,9,9990,"[30, 164, 634, 2681, 8232, 9968, 9990, 9990]"
7,0.13,1,9964,"[30, 78, 155, 298, 546, 1033, 2007, 3926, 7300, 9732, 9959, 9964, 9964]"
7,0.13,2,9977,"[30, 106, 274, 709, 1895, 5122, 9382, 9967, 9977, 9977]"
7,0.13,3,9989,"[30, 105, 287, 769, 2468, 7224, 9922, 9989, 9989]"
7,0.13,4,9990,"[30, 124, 334, 948, 3362, 8766, 9977, 9990, 9990]"
7,0.13,5,9991,"[30, 101, 262, 712, 2537, 7846, 9955, 9991, 9991]"
7,0.13,6,9986,"[30, 134, 400, 1295, 4907, 9601, 9983, 9986, 9986]"
7,0.13,7,9990,"[30, 115, 331, 969, 3718, 9111, 9984, 9990, 9990]"
7,0.13,8,9990,"[30, 127, 347, 1040, 3956, 9286, 9981, 9990, 9990]"
7,0.13,9,9991,"[30, 102, 269, 746, 2758, 8236, 9966, 9991, 9991]"
7,0.13999999999999999,1,9953,"[30, 88, 186, 365, 684, 1313, 2584, 5012, 8554, 9878, 9952, 9953, 9953]"
7,0.13999999999999999,2,9984,"[30, 94, 238, 560, 1447, 3984, 8701, 9956, 9983, 9984, 9984]"
7,0.13999999999999999,3,9990,"[30, 116, 301, 810, 2595, 7447, 9932, 9990, 9990]"
7,0.13999999999999999,4,9989,"[30, 98, 255, 679, 2282, 7244, 9923, 9989, 9989]"
7,0.13999999999999999,5,9986,"[30, 131, 389, 1248, 4654, 9499, 9983, 9986, 9986]"
7,0.13999999999999999,6,9990,"[30, 115, 330, 962, 3653, 9068, 9981, 9990, 9990]"
7,0.13999999999999999,7,9990,"[30, 127, 347, 1038, 3926, 9265, 9981, 9990, 9990]"
7,0.13999999999999999,8,9991,"[30, 102, 269, 740, 2685, 8103, 9962, 9991, 9991]"
7,0.13999999999999999,9,9986,"[30, 135, 403, 1318, 5039, 9646, 9985, 9986, 9986]"
7,0.14999999999999997,1,9974,"[30, 71, 133, 216, 333, 520, 847, 1516, 2908, 5568, 9066, 9931, 9972, 9974, 9974]"
7,0.14999999999999997,2,9986,"[30, 86, 152, 262, 459, 950, 2337, 6002, 9701, 9986, 9986]"
7,0.14999999999999997,3,9989,"[30, 77, 146, 237, 366, 647, 1563, 4804, 9457, 9986, 9989, 9989]"
7,0.14999999999999997,4,9985,"[30, 110, 241, 481, 1076, 3408, 8663, 9970, 9985, 9985]"
7,0.14999999999999997,5,9990,"[30, 84, 179, 338, 711, 2002, 6576, 9902, 9990, 9990]"
7,0.14999999999999997,6,9990,"[30, 98, 187, 351, 694, 1966, 6531, 9869, 9988, 9990, 9990]"
7,0.14999999999999997,7,9991,"[30, 80, 151, 247, 390, 713, 1913, 6464, 9868, 9990, 9991, 9991]"
7,0.14999999999999997,8,9986,"[30, 111, 242, 489, 1144, 3962, 9176, 9980, 9986, 9986]"
7,0.14999999999999997,9,9990,"[30, 84, 179, 338, 711, 2048, 6824, 9920, 9990, 9990]"
7,0.15999999999999998,1,9968,"[30, 73, 119, 183, 269, 414, 668, 1152, 2151, 4168, 7631, 9800, 9964, 9968, 9968]"
7,0.15999999999999998,2,9986,"[30, 75, 138, 218, 322, 504, 948, 2265, 5871, 9696, 9984, 9986, 9986]"
7,0.15999999999999998,3,9984,"[30, 107, 234, 456, 948, 2683, 7436, 9916, 9983, 9984, 9984]"
7,0.15999999999999998,4,9990,"[30, 84, 179, 337, 686, 1785, 5767, 9783, 9990, 9990]"
7,0.15999999999999998,5,9990,"[30, 97, 183, 338, 649, 1643, 5444, 9704, 9987, 9990, 9990]"
7,0.15999999999999998,6,9991,"[30, 80, 151, 247, 389, 697, 1762, 5971, 9810, 9989, 9991, 9991]"
7,0.15999999999999998,7,9986,"[30, 111, 242, 481, 1069, 3505, 8841, 9976, 9986, 9986]"
7,0.15999999999999998,8,9990,"[30, 84, 179, 337, 693, 1884, 6336, 9883, 9990, 9990]"
7,0.15999999999999998,9,9990,"[30, 97, 183, 338, 649, 1654, 5609, 9746, 9988, 9990, 9990]"
7,0.16999999999999998,1,79,"[30, 53, 66, 73, 75, 76, 77, 78, 79, 79]"
7,0.16999999999999998,2,147,"[30, 74, 100, 118, 128, 135, 139, 142, 145, 146, 147, 147]"
7,0.16999999999999998,3,130,"[30, 58, 83, 100, 113, 124, 128, 130, 130]"
7,0.16999999999999998,4,153,"[30, 72, 100, 116, 129, 139, 146, 150, 153, 153]"
7,0.16999999999999998,5,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.16999999999999998,6,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.16999999999999998,7,130,"[30, 58, 83, 100, 113, 124, 128, 130, 130]"
7,0.16999999999999998,8,153,"[30, 72, 100, 116, 129, 139, 146, 150, 153, 153]"
7,0.16999999999999998,9,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.17999999999999997,1,116,"[30, 68, 89, 105, 111, 114, 115, 116, 116]"
7,0.17999999999999997,2,130,"[30, 58, 83, 100, 113, 124, 128, 130, 130]"
7,0.17999999999999997,3,153,"[30, 72, 99, 116, 129, 139, 146, 150, 153, 153]"
7,0.17999999999999997,4,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.17999999999999997,5,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.17999999999999997,6,130,"[30, 58, 83, 100, 113, 124, 128, 130, 130]"
7,0.17999999999999997,7,153,"[30, 72, 100, 116, 129, 139, 146, 150, 153, 153]"
7,0.17999999999999997,8,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.17999999999999997,9,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.18999999999999995,1,103,"[30, 55, 77, 89, 94, 99, 102, 103, 103]"
7,0.18999999999999995,2,139,"[30, 70, 95, 108, 117, 126, 132, 136, 139, 139]"
7,0.18999999999999995,3,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.18999999999999995,4,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.18999999999999995,5,108,"[30, 57, 80, 93, 99, 104, 107, 108, 108]"
7,0.18999999999999995,6,146,"[30, 72, 100, 114, 124, 133, 139, 143, 146, 146]"
7,0.18999999999999995,7,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.18999999999999995,8,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.18999999999999995,9,108,"[30, 57, 80, 93, 99, 104, 107, 108, 108]"
7,0.19999999999999996,1,133,"[30, 65, 89, 102, 110, 119, 126, 129, 132, 133, 133]"
7,0.19999999999999996,2,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.19999999999999996,3,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.19999999999999996,4,108,"[30, 57, 80, 93, 99, 104, 107, 108, 108]"
7,0.19999999999999996,5,146,"[30, 72, 100, 114, 124, 133, 139, 143, 146, 146]"
7,0.19999999999999996,6,80,"[30, 53, 67, 74, 76, 77, 78, 79, 80, 80]"
7,0.19999999999999996,7,161,"[30, 76, 104, 123, 135, 143, 150, 156, 160, 161, 161]"
7,0.19999999999999996,8,108,"[30, 57, 80, 93, 99, 104, 107, 108, 108]"
7,0.19999999999999996,9,146,"[30, 72, 100, 114, 124, 133, 139, 143, 146, 146]"
7,0.20999999999999996,1,42,"[30, 41, 42, 42]"
7,0.20999999999999996,2,49,"[30, 46, 48, 49, 49]"
7,0.20999999999999996,3,48,"[30, 44, 47, 48, 48]"
7,0.20999999999999996,4,59,"[30, 52, 57, 58, 59, 59]"
7,0.20999999999999996,5,42,"[30, 41, 42, 42]"
7,0.20999999999999996,6,49,"[30, 46, 48, 49, 49]"
7,0.20999999999999996,7,48,"[30, 44, 47, 48, 48]"
7,0.20999999999999996,8,59,"[30, 52, 57, 58, 59, 59]"
7,0.20999999999999996,9,42,"[30, 41, 42, 42]"
7,0.21999999999999995,1,48,"[30, 45, 47, 48, 48]"
7,0.21999999999999995,2,48,"[30, 44, 47, 48, 48]"
7,0.21999999999999995,3,59,"[30, 52, 57, 58, 59, 59]"
7,0.21999999999999995,4,42,"[30, 41, 42, 42]"
7,0.21999999999999995,5,49,"[30, 46, 48, 49, 49]"
7,0.21999999999999995,6,48,"[30, 44, 47, 48, 48]"
7,0.21999999999999995,7,59,"[30, 52, 57, 58, 59, 59]"
7,0.21999999999999995,8,42,"[30, 41, 42, 42]"
7,0.21999999999999995,9,49,"[30, 46, 48, 49, 49]"
7,0.22999999999999995,1,47,"[30, 43, 46, 47, 47]"
7,0.22999999999999995,2,59,"[30, 52, 57, 58, 59, 59]"
7,0.22999999999999995,3,42,"[30, 41, 42, 42]"
7,0.22999999999999995,4,47,"[30, 46, 47, 47]"
7,0.22999999999999995,5,48,"[30, 44, 47, 48, 48]"
7,0.22999999999999995,6,59,"[30, 52, 57, 58, 59, 59]"
7,0.22999999999999995,7,42,"[30, 41, 42, 42]"
7,0.22999999999999995,8,47,"[30, 46, 47, 47]"
7,0.22999999999999995,9,48,"[30, 44, 47, 48, 48]"
7,0.23999999999999994,1,59,"[30, 52, 57, 58, 59, 59]"
7,0.23999999999999994,2,42,"[30, 41, 42, 42]"
7,0.23999999999999994,3,47,"[30, 46, 47, 47]"
7,0.23999999999999994,4,48,"[30, 44, 47, 48, 48]"
7,0.23999999999999994,5,59,"[30, 52, 57, 58, 59, 59]"
7,0.23999999999999994,6,42,"[30, 41, 42, 42]"
7,0.23999999999999994,7,47,"[30, 46, 47, 47]"
7,0.23999999999999994,8,48,"[30, 44, 47, 48, 48]"
7,0.23999999999999994,9,59,"[30, 52, 57, 58, 59, 59]"
7,0.24999999999999992,1,42,"[30, 41, 42, 42]"
7,0.24999999999999992,2,47,"[30, 46, 47, 47]"
7,0.24999999999999992,3,48,"[30, 44, 47, 48, 48]"
7,0.24999999999999992,4,59,"[30, 52, 57, 58, 59, 59]"
7,0.24999999999999992,5,42,"[30, 41, 42, 42]"
7,0.24999999999999992,6,47,"[30, 46, 47, 47]"
7,0.24999999999999992,7,48,"[30, 44, 47, 48, 48]"
7,0.24999999999999992,8,59,"[30, 52, 57, 58, 59, 59]"
7,0.24999999999999992,9,42,"[30, 41, 42, 42]"
8,0.1,1,9973,"[30, 90, 206, 435, 886, 1778, 3541, 6817, 9719, 9964, 9973, 9973]"
8,0.1,2,9992,"[30, 110, 339, 998, 2921, 7649, 9936, 9992, 9992]"
8,0.1,3,9997,"[30, 129, 445, 1642, 5811, 9848, 9997, 9997]"
8,0.1,4,9996,"[30, 129, 506, 2130, 7449, 9970, 9996, 9996]"
8,0.1,5,9994,"[30, 172, 785, 3681, 9337, 9991, 9994, 9994]"
8,0.1,6,9997,"[30, 166, 765, 3661, 9346, 9992, 9997, 9997]"
8,0.1,7,9997,"[30, 170, 724, 3519, 9333, 9996, 9997, 9997]"
8,0.1,8,9996,"[30, 141, 599, 2905, 8867, 9988, 9996, 9996]"
8,0.1,9,9995,"[30, 188, 903, 4438, 9667, 9994, 9995, 9995]"
8,0.11,1,9984,"[30, 86, 198, 414, 842, 1692, 3386, 6593, 9651, 9977, 9984, 9984]"
8,0.11,2,9994,"[30, 111, 332, 986, 2906, 7615, 9961, 9993, 9994, 9994]"
8,0.11,3,9994,"[30, 121, 430, 1569, 5535, 9826, 9994, 9994]"
8,0.11,4,9994,"[30, 160, 688, 2998, 8740, 9988, 9994, 9994]"
8,0.11,5,9996,"[30, 159, 703, 3279, 9089, 9990, 9996, 9996]"
8,0.11,6,9997,"[30, 163, 679, 3250, 9133, 9995, 9997, 9997]"
8,0.11,7,9996,"[30, 140, 590, 2838, 8798, 9988, 9996, 9996]"
8,0.11,8,9995,"[30, 185, 886, 4362, 9642, 9994, 9995, 9995]"
8,0.11,9,9997,"[30, 176, 833, 4065, 9556, 9994, 9997, 9997]"
8,0.12,1,9979,"[30, 86, 186, 371, 737, 1467, 2936, 5761, 9331, 9965, 9979, 9979]"
8,0.12,2,9994,"[30, 95, 244, 639, 1810, 5134, 9648, 9990, 9994, 9994]"
8,0.12,3,9994,"[30, 128, 410, 1382, 4875, 9667, 9992, 9994, 9994]"
8,0.12,4,9995,"[30, 129, 434, 1649, 6244, 9900, 9995, 9995]"
8,0.12,5,9997,"[30, 138, 433, 1650, 6529, 9944, 9997, 9997]"
8,0.12,6,9996,"[30, 110, 324, 1117, 4836, 9768, 9994, 9996, 9996]"
8,0.12,7,9994,"[30, 155, 569, 2433, 8193, 9975, 9993, 9994, 9994]"
8,0.12,8,9997,"[30, 139, 497, 2122, 7737, 9976, 9997, 9997]"
8,0.12,9,9997,"[30, 143, 455, 1839, 7210, 9970, 9997, 9997]"
8,0.13,1,9984,"[30, 70, 129, 207, 338, 577, 1068, 2101, 4163, 7776, 9880, 9982, 9984, 9984]"
8,0.13,2,9992,"[30, 99, 220, 479, 1177, 3294, 8136, 9967, 9992, 9992]"
8,0.13,3,9997,"[30, 101, 229, 514, 1535, 5236, 9768, 9995, 9997, 9997]"
8,0.13,4,9997,"[30, 110, 250, 604, 1996, 7010, 9958, 9997, 9997]"
8,0.13,5,9996,"[30, 83, 178, 358, 918, 3589, 9258, 9995, 9996, 9996]"
8,0.13,6,9994,"[30, 118, 300, 809, 3206, 8955, 9989, 9994, 9994]"
8,0.13,7,9997,"[30, 106, 250, 627, 2447, 8152, 9981, 9997, 9997]"
8,0.13,8,9997,"[30, 110, 252, 623, 2265, 7883, 9980, 9997, 9997]"
8,0.13,9,9996,"[30, 84, 179, 359, 927, 3790, 9429, 9995, 9996, 9996]"
8,0.13999999999999999,1,9978,"[30, 81, 162, 295, 525, 969, 1905, 3771, 7156, 9779, 9973, 9978, 9978]"
8,0.13999999999999999,2,9995,"[30, 91, 195, 399, 932, 2582, 6878, 9899, 9994, 9995, 9995]"
8,0.13999999999999999,3,9997,"[30, 103, 224, 488, 1347, 4606, 9611, 9996, 9997, 9997]"
8,0.13999999999999999,4,9996,"[30, 82, 174, 342, 836, 3004, 8675, 9993, 9996, 9996]"
8,0.13999999999999999,5,9994,"[30, 118, 299, 783, 2942, 8678, 9985, 9994, 9994]"
8,0.13999999999999999,6,9997,"[30, 106, 250, 615, 2296, 7857, 9975, 9997, 9997]"
8,0.13999999999999999,7,9997,"[30, 110, 250, 599, 2050, 7438, 9975, 9997, 9997]"
8,0.13999999999999999,8,9996,"[30, 84, 179, 358, 911, 3668, 9354, 9995, 9996, 9996]"
8,0.13999999999999999,9,9995,"[30, 118, 300, 805, 3232, 9026, 9990, 9995, 9995]"
8,0.14999999999999997,1,9978,"[30, 68, 113, 155, 195, 250, 315, 406, 550, 846, 1487, 2882, 5604, 9275, 9971, 9978, 9978]"
8,0.14999999999999997,2,9997,"[30, 71, 101, 128, 158, 188, 233, 289, 388, 592, 1214, 3227, 8017, 9973, 9997, 9997]"
8,0.14999999999999997,3,9996,"[30, 65, 96, 119, 140, 166, 187, 211, 241, 288, 364, 517, 960, 2788, 7963, 9973, 9996, 9996]"
8,0.14999999999999997,4,9995,"[30, 90, 159, 246, 375, 706, 2033, 6927, 9956, 9995, 9995]"
8,0.14999999999999997,5,9997,"[30, 77, 136, 204, 296, 462, 931, 3188, 8950, 9993, 9997, 9997]"
8,0.14999999999999997,6,9997,"[30, 75, 112, 144, 182, 223, 292, 412, 717, 2153, 7491, 9970, 9997, 9997]"
8,0.14999999999999997,7,9996,"[30, 66, 97, 120, 142, 168, 189, 213, 246, 296, 379, 553, 1151, 4317, 9600, 9996, 9996]"
8,0.14999999999999997,8,9995,"[30, 91, 161, 251, 389, 779, 2602, 8316, 9986, 9995, 9995]"
8,0.14999999999999997,9,9997,"[30, 77, 136, 204, 296, 462, 936, 3370, 9183, 9995, 9997, 9997]"
8,0.15999999999999998,1,9983,"[30, 65, 93, 115, 139, 164, 188, 203, 221, 240, 262, 287, 313, 352, 419, 538, 748, 1231, 2315, 4550, 8285, 9927, 9983, 9983]"
8,0.15999999999999998,2,9996,"[30, 64, 93, 116, 137, 163, 184, 205, 233, 268, 310, 374, 493, 824, 1856, 5047, 9570, 9996, 9996]"
8,0.15999999999999998,3,9994,"[30, 86, 144, 209, 296, 451, 808, 2123, 6683, 9926, 9994, 9994]"
8,0.15999999999999998,4,9997,"[30, 77, 135, 197, 271, 386, 608, 1291, 4420, 9574, 9995, 9997, 9997]"
8,0.15999999999999998,5,9997,"[30, 75, 112, 144, 181, 222, 286, 372, 517, 945, 2959, 8605, 9991, 9997, 9997]"
8,0.15999999999999998,6,9996,"[30, 66, 97, 120, 142, 168, 188, 212, 244, 284, 340, 427, 614, 1263, 4618, 9713, 9995, 9996, 9996]"
8,0.15999999999999998,7,9995,"[30, 90, 153, 226, 326, 534, 1191, 4478, 9623, 9994, 9995, 9995]"
8,0.15999999999999998,8,9997,"[30, 77, 135, 197, 271, 386, 610, 1332, 4938, 9753, 9995, 9997, 9997]"
8,0.15999999999999998,9,9997,"[30, 75, 112, 144, 181, 222, 286, 372, 518, 956, 3136, 8880, 9994, 9997, 9997]"
8,0.16999999999999998,1,52,"[30, 46, 52, 52]"
8,0.16999999999999998,2,70,"[30, 56, 65, 69, 70, 70]"
8,0.16999999999999998,3,63,"[30, 48, 59, 63, 63]"
8,0.16999999999999998,4,78,"[30, 58, 72, 76, 78, 78]"
8,0.16999999999999998,5,55,"[30, 48, 55, 55]"
8,0.16999999999999998,6,71,"[30, 57, 66, 70, 71, 71]"
8,0.16999999999999998,7,63,"[30, 48, 59, 63, 63]"
8,0.16999999999999998,8,78,"[30, 58, 72, 76, 78, 78]"
8,0.16999999999999998,9,55,"[30, 48, 55, 55]"
8,0.17999999999999997,1,66,"[30, 53, 61, 65, 66, 66]"
8,0.17999999999999997,2,63,"[30, 48, 59, 63, 63]"
8,0.17999999999999997,3,78,"[30, 58, 72, 76, 78, 78]"
8,0.17999999999999997,4,55,"[30, 48, 55, 55]"
8,0.17999999999999997,5,71,"[30, 57, 66, 70, 71, 71]"
8,0.17999999999999997,6,63,"[30, 48, 59, 63, 63]"
8,0.17999999999999997,7,78,"[30, 58, 72, 76, 78, 78]"
8,0.17999999999999997,8,55,"[30, 48, 55, 55]"
8,0.17999999999999997,9,71,"[30, 57, 66, 70, 71, 71]"
8,0.18999999999999995,1,58,"[30, 46, 55, 58, 58]"
8,0.18999999999999995,2,78,"[30, 58, 72, 76, 78, 78]"
8,0.18999999999999995,3,55,"[30, 48, 55, 55]"
8,0.18999999999999995,4,68,"[30, 57, 65, 67, 68, 68]"
8,0.18999999999999995,5,59,"[30, 47, 56, 59, 59]"
8,0.18999999999999995,6,78,"[30, 58, 72, 76, 78, 78]"
8,0.18999999999999995,7,55,"[30, 48, 55, 55]"
8,0.18999999999999995,8,68,"[30, 57, 65, 67, 68, 68]"
8,0.18999999999999995,9,59,"[30, 47, 56, 59, 59]"
8,0.19999999999999996,1,74,"[30, 56, 69, 72, 74, 74]"
8,0.19999999999999996,2,54,"[30, 47, 54, 54]"
8,0.19999999999999996,3,68,"[30, 57, 65, 67, 68, 68]"
8,0.19999999999999996,4,59,"[30, 47, 56, 59, 59]"
8,0.19999999999999996,5,78,"[30, 58, 72, 76, 78, 78]"
8,0.19999999999999996,6,55,"[30, 48, 55, 55]"
8,0.19999999999999996,7,68,"[30, 57, 65, 67, 68, 68]"
8,0.19999999999999996,8,59,"[30, 47, 56, 59, 59]"
8,0.19999999999999996,9,78,"[30, 58, 72, 76, 78, 78]"
8,0.20999999999999996,1,41,"[30, 41, 41]"
8,0.20999999999999996,2,40,"[30, 38, 39, 40, 40]"
8,0.20999999999999996,3,39,"[30, 39, 39]"
8,0.20999999999999996,4,46,"[30, 44, 46, 46]"
8,0.20999999999999996,5,41,"[30, 41, 41]"
8,0.20999999999999996,6,40,"[30, 38, 39, 40, 40]"
8,0.20999999999999996,7,39,"[30, 39, 39]"
8,0.20999999999999996,8,46,"[30, 44, 46, 46]"
8,0.20999999999999996,9,41,"[30, 41, 41]"
8,0.21999999999999995,1,40,"[30, 38, 39, 40, 40]"
8,0.21999999999999995,2,39,"[30, 39, 39]"
8,0.21999999999999995,3,46,"[30, 44, 46, 46]"
8,0.21999999999999995,4,41,"[30, 41, 41]"
8,0.21999999999999995,5,40,"[30, 38, 39, 40, 40]"
8,0.21999999999999995,6,39,"[30, 39, 39]"
