z,p,limit,cascades,verlauf
2,0.18999999999999995,6,8027,"[30, 78, 163, 304, 526, 921, 1561, 2524, 3790, 5212, 6474, 7252, 7664, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.18999999999999995,7,8015,"[30, 82, 168, 311, 539, 934, 1553, 2529, 3869, 5333, 6556, 7316, 7690, 7869, 7945, 7973, 7993, 8009, 8014, 8015, 8015]"
2,0.18999999999999995,8,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.18999999999999995,9,7919,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3877, 5328, 6542, 7293, 7632, 7791, 7865, 7897, 7911, 7917, 7919, 7919]"
2,0.19999999999999996,1,7157,"[30, 68, 125, 203, 303, 439, 620, 850, 1173, 1596, 2166, 2862, 3645, 4458, 5215, 5844, 6288, 6613, 6818, 6941, 7014, 7059, 7087, 7114, 7131, 7143, 7151, 7157, 7157]"
2,0.19999999999999996,2,7868,"[30, 75, 144, 261, 438, 746, 1204, 1896, 2860, 4058, 5304, 6402, 7118, 7500, 7692, 7782, 7831, 7852, 7863, 7866, 7867, 7868, 7868]"
2,0.19999999999999996,3,8011,"[30, 88, 188, 368, 682, 1207, 2011, 3175, 4566, 5947, 6976, 7557, 7824, 7913, 7957, 7988, 8002, 8010, 8011, 8011]"
2,0.19999999999999996,4,7918,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3875, 5324, 6541, 7292, 7631, 7790, 7864, 7896, 7910, 7916, 7918, 7918]"
2,0.19999999999999996,5,8027,"[30, 78, 163, 304, 526, 921, 1561, 2524, 3790, 5211, 6473, 7251, 7662, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.19999999999999996,6,8015,"[30, 82, 168, 311, 539, 934, 1553, 2529, 3869, 5333, 6556, 7316, 7690, 7869, 7945, 7973, 7993, 8009, 8014, 8015, 8015]"
2,0.19999999999999996,7,8015,"[30, 88, 188, 369, 686, 1216, 2025, 3191, 4584, 5964, 6992, 7566, 7829, 7917, 7961, 7992, 8006, 8014, 8015, 8015]"
2,0.19999999999999996,8,7919,"[30, 85, 187, 342, 586, 987, 1608, 2566, 3877, 5328, 6542, 7293, 7632, 7791, 7865, 7897, 7911, 7917, 7919, 7919]"
2,0.19999999999999996,9,8027,"[30, 78, 163, 304, 526, 921, 1561, 2524, 3790, 5212, 6474, 7252, 7664, 7860, 7963, 8008, 8020, 8025, 8026, 8027, 8027]"
2,0.20999999999999996,1,7371,"[30, 66, 114, 181, 252, 355, 474, 611, 780, 997, 1263, 1577, 1937, 2352, 2860, 3469, 4126, 4816, 5451, 5996, 6447, 6772, 6984, 7124, 7205, 7266, 7303, 7327, 7345, 7355, 7362, 7368, 7371, 7371]"
2,0.20999999999999996,2,7959,"[30, 83, 160, 264, 403, 603, 867, 1235, 1769, 2486, 3370, 4451, 5594, 6577, 7253, 7625, 7799, 7879, 7916, 7940, 7951, 7956, 7958, 7959, 7959]"
2,0.20999999999999996,3,7910,"[30, 77, 144, 230, 344, 495, 708, 1015, 1441, 2017, 2778, 3772, 4912, 5983, 6846, 7374, 7672, 7809, 7873, 7892, 7904, 7910, 7910]"
2,0.20999999999999996,4,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2562, 3542, 4653, 5748, 6656, 7293, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.20999999999999996,5,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2757, 3737, 4861, 5952, 6781, 7335, 7672, 7836, 7926, 7975, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.20999999999999996,6,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.20999999999999996,7,7911,"[30, 78, 146, 233, 349, 501, 714, 1021, 1449, 2031, 2801, 3813, 4967, 6041, 6890, 7401, 7688, 7814, 7874, 7893, 7905, 7911, 7911]"
2,0.20999999999999996,8,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4655, 5752, 6662, 7296, 7657, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.20999999999999996,9,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2757, 3738, 4861, 5952, 6781, 7335, 7672, 7836, 7926, 7975, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.21999999999999995,1,7397,"[30, 76, 136, 207, 288, 385, 506, 657, 835, 1055, 1332, 1685, 2140, 2687, 3329, 4050, 4789, 5499, 6088, 6539, 6869, 7071, 7189, 7267, 7316, 7343, 7362, 7379, 7387, 7393, 7396, 7397, 7397]"
2,0.21999999999999995,2,7858,"[30, 73, 136, 215, 317, 456, 652, 924, 1297, 1815, 2504, 3400, 4444, 5567, 6517, 7152, 7519, 7698, 7793, 7831, 7850, 7857, 7858, 7858]"
2,0.21999999999999995,3,8005,"[30, 78, 157, 270, 409, 596, 869, 1270, 1812, 2560, 3536, 4638, 5729, 6630, 7275, 7643, 7831, 7915, 7963, 7980, 7990, 7998, 8004, 8005, 8005]"
2,0.21999999999999995,4,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2000, 2752, 3725, 4844, 5936, 6766, 7325, 7665, 7833, 7923, 7972, 7998, 8009, 8012, 8014, 8015, 8015]"
2,0.21999999999999995,5,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.21999999999999995,6,7911,"[30, 78, 146, 233, 349, 501, 714, 1021, 1449, 2031, 2801, 3813, 4967, 6041, 6890, 7401, 7688, 7814, 7874, 7893, 7905, 7911, 7911]"
2,0.21999999999999995,7,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4655, 5752, 6662, 7296, 7657, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.21999999999999995,8,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2757, 3738, 4861, 5952, 6781, 7335, 7672, 7836, 7926, 7975, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.21999999999999995,9,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.22999999999999995,1,7181,"[30, 65, 109, 162, 227, 312, 417, 553, 710, 908, 1137, 1419, 1756, 2169, 2647, 3218, 3820, 4468, 5143, 5776, 6276, 6628, 6858, 7000, 7073, 7119, 7146, 7159, 7165, 7171, 7176, 7180, 7181, 7181]"
2,0.22999999999999995,2,7957,"[30, 76, 152, 263, 396, 570, 814, 1168, 1665, 2359, 3282, 4337, 5403, 6331, 7036, 7469, 7703, 7817, 7888, 7927, 7943, 7951, 7956, 7957, 7957]"
2,0.22999999999999995,3,8002,"[30, 76, 139, 230, 334, 495, 713, 1006, 1388, 1914, 2634, 3563, 4649, 5744, 6628, 7242, 7610, 7799, 7901, 7955, 7983, 7996, 7999, 8001, 8002, 8002]"
2,0.22999999999999995,4,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1855, 2613, 3549, 4703, 5895, 6835, 7433, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.22999999999999995,5,7911,"[30, 78, 146, 233, 349, 501, 714, 1020, 1443, 2019, 2783, 3784, 4928, 6003, 6872, 7392, 7683, 7812, 7874, 7893, 7905, 7911, 7911]"
2,0.22999999999999995,6,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4654, 5747, 6659, 7295, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.22999999999999995,7,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2756, 3728, 4846, 5938, 6775, 7331, 7669, 7834, 7924, 7974, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.22999999999999995,8,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.22999999999999995,9,7911,"[30, 78, 146, 233, 349, 501, 714, 1020, 1443, 2019, 2783, 3784, 4928, 6003, 6872, 7392, 7683, 7812, 7874, 7893, 7905, 7911, 7911]"
2,0.23999999999999994,1,7357,"[30, 68, 124, 195, 268, 353, 457, 583, 745, 950, 1205, 1519, 1896, 2344, 2888, 3536, 4241, 4981, 5628, 6170, 6575, 6865, 7048, 7174, 7256, 7307, 7333, 7342, 7349, 7354, 7357, 7357]"
2,0.23999999999999994,2,7936,"[30, 72, 127, 211, 309, 464, 673, 953, 1319, 1822, 2499, 3373, 4411, 5471, 6391, 7061, 7485, 7702, 7819, 7880, 7917, 7930, 7933, 7935, 7936, 7936]"
2,0.23999999999999994,3,8002,"[30, 84, 163, 272, 417, 629, 910, 1293, 1850, 2605, 3538, 4689, 5876, 6809, 7408, 7726, 7869, 7931, 7964, 7984, 7995, 8000, 8002, 8002]"
2,0.23999999999999994,4,7911,"[30, 78, 146, 233, 349, 501, 714, 1020, 1443, 2019, 2783, 3784, 4928, 6003, 6872, 7392, 7683, 7812, 7874, 7893, 7905, 7911, 7911]"
2,0.23999999999999994,5,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4654, 5747, 6659, 7295, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.23999999999999994,6,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2756, 3728, 4846, 5938, 6775, 7331, 7669, 7834, 7924, 7974, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.23999999999999994,7,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.23999999999999994,8,7911,"[30, 78, 146, 233, 349, 501, 714, 1020, 1443, 2019, 2783, 3784, 4928, 6003, 6872, 7392, 7683, 7812, 7874, 7893, 7905, 7911, 7911]"
2,0.23999999999999994,9,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4654, 5747, 6659, 7295, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.24999999999999992,1,7371,"[30, 66, 114, 181, 252, 355, 474, 611, 780, 997, 1263, 1577, 1937, 2352, 2860, 3468, 4124, 4815, 5450, 5996, 6447, 6772, 6984, 7124, 7205, 7266, 7303, 7327, 7345, 7355, 7362, 7368, 7371, 7371]"
2,0.24999999999999992,2,7959,"[30, 83, 160, 264, 403, 603, 867, 1235, 1769, 2486, 3370, 4451, 5594, 6577, 7253, 7625, 7799, 7879, 7916, 7940, 7951, 7956, 7958, 7959, 7959]"
2,0.24999999999999992,3,7910,"[30, 77, 144, 230, 344, 495, 708, 1014, 1436, 2007, 2764, 3753, 4887, 5957, 6838, 7368, 7665, 7805, 7871, 7892, 7904, 7910, 7910]"
2,0.24999999999999992,4,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2562, 3542, 4652, 5745, 6656, 7293, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.24999999999999992,5,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2756, 3728, 4846, 5938, 6775, 7331, 7669, 7834, 7924, 7974, 8000, 8009, 8012, 8014, 8015, 8015]"
2,0.24999999999999992,6,8009,"[30, 84, 163, 272, 417, 629, 911, 1296, 1856, 2616, 3554, 4706, 5897, 6836, 7434, 7751, 7892, 7950, 7978, 7995, 8004, 8008, 8009, 8009]"
2,0.24999999999999992,7,7911,"[30, 78, 146, 233, 349, 501, 714, 1020, 1443, 2019, 2783, 3784, 4928, 6003, 6872, 7392, 7683, 7812, 7874, 7893, 7905, 7911, 7911]"
2,0.24999999999999992,8,8010,"[30, 78, 157, 270, 409, 597, 870, 1271, 1813, 2563, 3544, 4654, 5747, 6659, 7295, 7655, 7837, 7920, 7968, 7985, 7995, 8003, 8009, 8010, 8010]"
2,0.24999999999999992,9,8015,"[30, 78, 144, 238, 347, 513, 736, 1040, 1444, 2002, 2756, 3728, 4846, 5938, 6775, 7331, 7669, 7834, 7924, 7974, 8000, 8009, 8012, 8014, 8015, 8015]"
3,0.1,1,8982,"[30, 82, 168, 306, 543, 934, 1590, 2647, 4194, 6026, 7625, 8486, 8827, 8946, 8975, 8980, 8982, 8982]"
3,0.1,2,9382,"[30, 93, 245, 572, 1261, 2627, 4957, 7472, 8848, 9267, 9363, 9376, 9381, 9382, 9382]"
3,0.1,3,9374,"[30, 115, 348, 976, 2418, 5014, 7684, 8978, 9301, 9366, 9374, 9374]"
3,0.1,4,9430,"[30, 98, 297, 829, 2141, 4680, 7530, 8944, 9334, 9407, 9426, 9430, 9430]"
3,0.1,5,9419,"[30, 121, 382, 1091, 2795, 5700, 8180, 9144, 9375, 9415, 9419, 9419]"
3,0.1,6,9479,"[30, 110, 364, 1042, 2646, 5493, 8100, 9190, 9441, 9476, 9479, 9479]"
3,0.1,7,9403,"[30, 123, 410, 1244, 3190, 6242, 8499, 9239, 9377, 9401, 9403, 9403]"
3,0.1,8,9439,"[30, 101, 319, 925, 2428, 5168, 7895, 9069, 9362, 9420, 9436, 9439, 9439]"
3,0.1,9,9422,"[30, 121, 384, 1106, 2836, 5761, 8221, 9159, 9381, 9418, 9422, 9422]"
3,0.11,1,9058,"[30, 79, 164, 314, 564, 973, 1655, 2701, 4239, 6065, 7661, 8537, 8890, 9011, 9042, 9054, 9057, 9058, 9058]"
3,0.11,2,9303,"[30, 101, 266, 660, 1513, 3224, 5739, 7967, 8953, 9234, 9286, 9300, 9302, 9303, 9303]"
3,0.11,3,9406,"[30, 94, 267, 705, 1769, 3927, 6794, 8632, 9239, 9366, 9398, 9403, 9406, 9406]"
3,0.11,4,9412,"[30, 118, 364, 1026, 2625, 5433, 8018, 9102, 9364, 9408, 9412, 9412]"
3,0.11,5,9478,"[30, 109, 356, 1012, 2558, 5349, 8033, 9174, 9438, 9474, 9478, 9478]"
3,0.11,6,9403,"[30, 123, 409, 1237, 3168, 6202, 8471, 9226, 9373, 9400, 9403, 9403]"
3,0.11,7,9439,"[30, 101, 319, 925, 2428, 5168, 7895, 9069, 9362, 9420, 9436, 9439, 9439]"
3,0.11,8,9422,"[30, 121, 384, 1106, 2836, 5761, 8221, 9159, 9381, 9418, 9422, 9422]"
3,0.11,9,9480,"[30, 111, 367, 1053, 2674, 5540, 8128, 9195, 9442, 9477, 9480, 9480]"
3,0.12,1,9021,"[30, 82, 169, 327, 603, 1068, 1849, 3071, 4741, 6524, 7852, 8541, 8841, 8941, 8987, 9008, 9018, 9021, 9021]"
3,0.12,2,9336,"[30, 87, 219, 503, 1134, 2449, 4732, 7289, 8750, 9196, 9305, 9324, 9330, 9334, 9336, 9336]"
3,0.12,3,9389,"[30, 110, 310, 817, 2042, 4422, 7227, 8822, 9273, 9375, 9389, 9389]"
3,0.12,4,9473,"[30, 104, 328, 902, 2259, 4855, 7676, 9054, 9407, 9467, 9473, 9473]"
3,0.12,5,9399,"[30, 122, 397, 1189, 3056, 6054, 8393, 9202, 9368, 9395, 9399, 9399]"
3,0.12,6,9439,"[30, 100, 308, 873, 2269, 4895, 7709, 9017, 9351, 9419, 9436, 9439, 9439]"
3,0.12,7,9422,"[30, 121, 382, 1086, 2760, 5647, 8143, 9137, 9376, 9418, 9422, 9422]"
3,0.12,8,9480,"[30, 110, 354, 993, 2514, 5301, 7980, 9148, 9434, 9476, 9480, 9480]"
3,0.12,9,9403,"[30, 122, 400, 1206, 3094, 6110, 8432, 9213, 9372, 9399, 9403, 9403]"
3,0.13,1,9044,"[30, 76, 156, 285, 508, 900, 1544, 2569, 4104, 5933, 7545, 8485, 8877, 8995, 9031, 9043, 9044, 9044]"
3,0.13,2,9310,"[30, 99, 249, 573, 1273, 2689, 5026, 7490, 8794, 9193, 9289, 9306, 9310, 9310]"
3,0.13,3,9460,"[30, 99, 285, 728, 1744, 3776, 6682, 8661, 9305, 9440, 9458, 9460, 9460]"
3,0.13,4,9397,"[30, 117, 365, 1044, 2630, 5427, 8041, 9109, 9346, 9391, 9397, 9397]"
3,0.13,5,9439,"[30, 98, 284, 760, 1941, 4291, 7236, 8865, 9315, 9413, 9434, 9439, 9439]"
3,0.13,6,9422,"[30, 118, 360, 1007, 2547, 5332, 7966, 9092, 9366, 9417, 9422, 9422]"
3,0.13,7,9480,"[30, 109, 341, 929, 2311, 4901, 7712, 9079, 9417, 9473, 9480, 9480]"
3,0.13,8,9403,"[30, 119, 373, 1087, 2776, 5670, 8222, 9163, 9362, 9398, 9403, 9403]"
3,0.13,9,9439,"[30, 98, 284, 760, 1941, 4294, 7239, 8866, 9315, 9413, 9434, 9439, 9439]"
3,0.13999999999999999,1,8993,"[30, 82, 168, 304, 535, 916, 1543, 2558, 4059, 5907, 7519, 8437, 8817, 8957, 8987, 8992, 8993, 8993]"
3,0.13999999999999999,2,9380,"[30, 92, 236, 544, 1186, 2468, 4685, 7232, 8763, 9245, 9355, 9376, 9379, 9380, 9380]"
3,0.13999999999999999,3,9378,"[30, 112, 332, 908, 2223, 4672, 7437, 8917, 9294, 9365, 9375, 9377, 9378, 9378]"
3,0.13999999999999999,4,9436,"[30, 95, 271, 722, 1828, 4062, 6997, 8771, 9295, 9404, 9430, 9436, 9436]"
3,0.13999999999999999,5,9422,"[30, 118, 360, 1007, 2546, 5325, 7960, 9091, 9365, 9417, 9422, 9422]"
3,0.13999999999999999,6,9480,"[30, 108, 339, 926, 2305, 4888, 7704, 9078, 9417, 9473, 9480, 9480]"
3,0.13999999999999999,7,9403,"[30, 119, 373, 1086, 2775, 5668, 8217, 9163, 9362, 9398, 9403, 9403]"
3,0.13999999999999999,8,9439,"[30, 98, 284, 760, 1941, 4294, 7239, 8866, 9315, 9413, 9434, 9439, 9439]"
3,0.13999999999999999,9,9422,"[30, 118, 360, 1007, 2547, 5334, 7968, 9093, 9366, 9417, 9422, 9422]"
3,0.14999999999999997,1,9087,"[30, 78, 158, 299, 530, 896, 1489, 2405, 3764, 5547, 7291, 8371, 8858, 9010, 9058, 9076, 9084, 9086, 9087, 9087]"
3,0.14999999999999997,2,9332,"[30, 98, 247, 578, 1258, 2646, 4966, 7499, 8806, 9229, 9314, 9329, 9332, 9332]"
3,0.14999999999999997,3,9414,"[30, 90, 225, 521, 1226, 2771, 5393, 7920, 9055, 9340, 9395, 9408, 9412, 9414, 9414]"
3,0.14999999999999997,4,9416,"[30, 110, 304, 776, 1891, 4142, 7048, 8795, 9296, 9402, 9414, 9416, 9416]"
3,0.14999999999999997,5,9480,"[30, 100, 277, 699, 1682, 3680, 6614, 8623, 9313, 9458, 9480, 9480]"
3,0.14999999999999997,6,9403,"[30, 117, 347, 924, 2228, 4678, 7545, 8993, 9334, 9395, 9402, 9403, 9403]"
3,0.14999999999999997,7,9439,"[30, 94, 246, 595, 1455, 3321, 6198, 8413, 9213, 9397, 9431, 9439, 9439]"
3,0.14999999999999997,8,9422,"[30, 113, 316, 812, 1976, 4301, 7187, 8844, 9312, 9408, 9420, 9422, 9422]"
3,0.14999999999999997,9,9480,"[30, 102, 285, 721, 1751, 3814, 6739, 8675, 9328, 9461, 9480, 9480]"
3,0.15999999999999998,1,9063,"[30, 80, 161, 305, 549, 952, 1621, 2678, 4246, 6100, 7634, 8497, 8870, 8990, 9038, 9056, 9062, 9063, 9063]"
3,0.15999999999999998,2,9358,"[30, 84, 194, 415, 898, 1915, 3804, 6390, 8380, 9131, 9309, 9349, 9355, 9358, 9358]"
3,0.15999999999999998,3,9404,"[30, 106, 277, 679, 1617, 3539, 6367, 8489, 9205, 9376, 9401, 9404, 9404]"
3,0.15999999999999998,4,9478,"[30, 98, 274, 695, 1674, 3655, 6564, 8592, 9306, 9456, 9478, 9478]"
3,0.15999999999999998,5,9403,"[30, 117, 347, 923, 2226, 4672, 7541, 8990, 9332, 9395, 9402, 9403, 9403]"
3,0.15999999999999998,6,9439,"[30, 94, 246, 595, 1454, 3318, 6193, 8412, 9213, 9397, 9431, 9439, 9439]"
3,0.15999999999999998,7,9422,"[30, 113, 316, 812, 1976, 4301, 7187, 8844, 9312, 9408, 9420, 9422, 9422]"
3,0.15999999999999998,8,9480,"[30, 102, 285, 721, 1751, 3814, 6739, 8675, 9328, 9461, 9480, 9480]"
3,0.15999999999999998,9,9403,"[30, 117, 347, 926, 2232, 4687, 7555, 8996, 9335, 9395, 9402, 9403, 9403]"
3,0.16999999999999998,1,9122,"[30, 74, 142, 246, 412, 681, 1102, 1769, 2813, 4307, 6137, 7720, 8623, 8974, 9082, 9114, 9122, 9122]"
3,0.16999999999999998,2,9343,"[30, 91, 201, 399, 773, 1497, 2872, 5102, 7537, 8878, 9242, 9322, 9343, 9343]"
3,0.16999999999999998,3,9472,"[30, 86, 199, 421, 866, 1719, 3380, 5951, 8260, 9197, 9424, 9467, 9472, 9472]"
3,0.16999999999999998,4,9402,"[30, 104, 251, 550, 1185, 2471, 4771, 7486, 8937, 9312, 9386, 9400, 9402, 9402]"
3,0.16999999999999998,5,9439,"[30, 85, 188, 377, 763, 1588, 3237, 5904, 8258, 9170, 9386, 9426, 9436, 9439, 9439]"
3,0.16999999999999998,6,9422,"[30, 100, 225, 468, 955, 1951, 3845, 6499, 8521, 9226, 9380, 9416, 9422, 9422]"
3,0.16999999999999998,7,9480,"[30, 91, 211, 448, 923, 1845, 3665, 6339, 8480, 9266, 9446, 9476, 9480, 9480]"
3,0.16999999999999998,8,9403,"[30, 104, 251, 550, 1186, 2477, 4795, 7514, 8949, 9318, 9389, 9401, 9403, 9403]"
3,0.16999999999999998,9,9439,"[30, 85, 188, 377, 763, 1589, 3249, 5925, 8274, 9175, 9387, 9426, 9436, 9439, 9439]"
3,0.17999999999999997,1,9100,"[30, 77, 148, 250, 405, 644, 1015, 1592, 2492, 3847, 5650, 7370, 8458, 8912, 9059, 9091, 9100, 9100]"
3,0.17999999999999997,2,9421,"[30, 81, 181, 371, 726, 1362, 2547, 4547, 7080, 8723, 9292, 9399, 9420, 9421, 9421]"
3,0.17999999999999997,3,9398,"[30, 101, 243, 528, 1139, 2378, 4608, 7337, 8888, 9295, 9380, 9395, 9398, 9398]"
3,0.17999999999999997,4,9436,"[30, 85, 188, 377, 762, 1579, 3203, 5821, 8194, 9151, 9376, 9423, 9433, 9436, 9436]"
3,0.17999999999999997,5,9422,"[30, 100, 225, 468, 954, 1944, 3830, 6479, 8507, 9223, 9380, 9416, 9422, 9422]"
3,0.17999999999999997,6,9480,"[30, 91, 211, 448, 923, 1845, 3665, 6338, 8480, 9266, 9446, 9476, 9480, 9480]"
3,0.17999999999999997,7,9403,"[30, 104, 251, 550, 1186, 2477, 4795, 7514, 8949, 9318, 9389, 9401, 9403, 9403]"
3,0.17999999999999997,8,9439,"[30, 85, 188, 377, 763, 1589, 3249, 5925, 8274, 9175, 9387, 9426, 9436, 9439, 9439]"
3,0.17999999999999997,9,9422,"[30, 100, 225, 468, 955, 1951, 3846, 6503, 8523, 9226, 9380, 9416, 9422, 9422]"
3,0.18999999999999995,1,9169,"[30, 73, 140, 250, 415, 667, 1057, 1671, 2622, 4012, 5755, 7456, 8522, 8977, 9122, 9157, 9166, 9169, 9169]"
3,0.18999999999999995,2,9344,"[30, 94, 210, 428, 860, 1711, 3286, 5691, 7991, 9023, 9283, 9331, 9341, 9343, 9344, 9344]"
3,0.18999999999999995,3,9428,"[30, 84, 185, 371, 748, 1540, 3109, 5654, 8076, 9113, 9363, 9414, 9425, 9428, 9428]"
3,0.18999999999999995,4,9418,"[30, 99, 220, 457, 929, 1893, 3735, 6357, 8447, 9204, 9371, 9411, 9418, 9418]"
3,0.18999999999999995,5,9480,"[30, 90, 209, 446, 921, 1842, 3652, 6314, 8467, 9265, 9446, 9476, 9480, 9480]"
3,0.18999999999999995,6,9402,"[30, 104, 251, 550, 1186, 2476, 4792, 7511, 8948, 9317, 9388, 9400, 9402, 9402]"
3,0.18999999999999995,7,9439,"[30, 85, 188, 377, 763, 1588, 3241, 5913, 8265, 9173, 9387, 9426, 9436, 9439, 9439]"
3,0.18999999999999995,8,9422,"[30, 100, 225, 468, 955, 1950, 3842, 6497, 8522, 9226, 9380, 9416, 9422, 9422]"
3,0.18999999999999995,9,9480,"[30, 91, 211, 448, 923, 1844, 3654, 6317, 8469, 9266, 9446, 9476, 9480, 9480]"
3,0.19999999999999996,1,9088,"[30, 79, 149, 263, 448, 739, 1193, 1906, 3006, 4586, 6374, 7845, 8660, 8966, 9055, 9076, 9086, 9088, 9088]"
3,0.19999999999999996,2,9392,"[30, 81, 173, 337, 649, 1267, 2463, 4527, 7081, 8706, 9233, 9362, 9383, 9390, 9392, 9392]"
3,0.19999999999999996,3,9411,"[30, 97, 212, 440, 890, 1806, 3569, 6150, 8324, 9167, 9357, 9401, 9411, 9411]"
3,0.19999999999999996,4,9478,"[30, 89, 208, 446, 921, 1839, 3634, 6284, 8446, 9258, 9444, 9474, 9478, 9478]"
3,0.19999999999999996,5,9402,"[30, 104, 251, 550, 1186, 2476, 4791, 7509, 8947, 9317, 9388, 9400, 9402, 9402]"
3,0.19999999999999996,6,9439,"[30, 85, 188, 377, 763, 1588, 3241, 5912, 8263, 9171, 9387, 9426, 9436, 9439, 9439]"
3,0.19999999999999996,7,9422,"[30, 100, 225, 468, 955, 1950, 3842, 6497, 8522, 9226, 9380, 9416, 9422, 9422]"
3,0.19999999999999996,8,9480,"[30, 91, 211, 448, 923, 1844, 3654, 6317, 8469, 9266, 9446, 9476, 9480, 9480]"
3,0.19999999999999996,9,9403,"[30, 104, 251, 550, 1186, 2477, 4795, 7514, 8949, 9318, 9389, 9401, 9403, 9403]"
3,0.20999999999999996,1,9216,"[30, 66, 106, 156, 215, 294, 397, 517, 688, 913, 1220, 1647, 2289, 3221, 4538, 6185, 7749, 8710, 9072, 9178, 9209, 9214, 9216, 9216]"
3,0.20999999999999996,2,9385,"[30, 86, 162, 259, 377, 533, 744, 1053, 1532, 2281, 3563, 5568, 7674, 8897, 9274, 9374, 9383, 9385, 9385]"
3,0.20999999999999996,3,9476,"[30, 76, 141, 237, 388, 601, 909, 1378, 2164, 3436, 5474, 7713, 8983, 9375, 9459, 9474, 9476, 9476]"
3,0.20999999999999996,4,9402,"[30, 83, 150, 253, 389, 597, 885, 1321, 2027, 3277, 5347, 7636, 8929, 9304, 9382, 9400, 9402, 9402]"
3,0.20999999999999996,5,9439,"[30, 74, 131, 204, 303, 439, 638, 904, 1352, 2093, 3383, 5493, 7768, 8983, 9338, 9424, 9437, 9439, 9439]"
3,0.20999999999999996,6,9422,"[30, 90, 169, 270, 391, 555, 774, 1105, 1639, 2533, 4107, 6448, 8370, 9178, 9383, 9418, 9421, 9422, 9422]"
3,0.20999999999999996,7,9480,"[30, 77, 142, 238, 390, 604, 917, 1396, 2218, 3575, 5721, 7916, 9080, 9401, 9468, 9478, 9480, 9480]"
3,0.20999999999999996,8,9403,"[30, 83, 150, 253, 389, 597, 885, 1321, 2028, 3282, 5366, 7658, 8942, 9306, 9383, 9401, 9403, 9403]"
